ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
ESN0021| | | | | The Hunt for Red October ( 追擊赤色十月 )| A| | | E| gm| eng| Language ( DVD )
E080087| | | | | Unbelievable| A| Puffin| Paul Jennings| E| am| eng| 
E080198| | | | | Dance for Fun| B| Compass Point Books| Balinda Graig-Quijada| E| am| eng| 
5339.01| | | | | 彩店| A| 匯智| 胡燕青| 5| am| chi| 
2522.01| | | | | 萊特屋謎案| A| 天下遠見| Blue Balliett| 2| am| chi| 
4534.01| | | | | 聽聽那冷雨| A| 國際文化| 余光中| 4| am| chi| 
2617.01| | | | | 碎片之島| A| 圓神| Warren Fahy| 2| am| chi| 
P00081| | | | | 人不成長枉少年 - 36 個開你眼界的成長故事| A| 學生福音團契| 呂宇俊, 霍樂琤 等| H| am| chi| 輔導
4632.01| | | | | 怪物來敲門| A| 聯經| 派崔克 奈斯| 4| am| chi| 
ESP0092| | | | | The Last Polar Bears| A| Puffin| Harry Horse| E| am| eng| Language
ESP0273| | | | | The Gifted Teen Survival Guide| A| Free Spirit| Judy Galbraith, Jim Delisle| E| am| eng| Language
5324.01| | | | | 拉丁美洲真相之路| A| 馬可孛羅| 張翠容| 5| am| chi| 
E080225| | | | | Alice's Adventures in Wonderland| A| OUP| Lewis Carroll| E| am| eng| 
4560.01| | | | | 牧羊少年的世界地圖| W| 中華| 牧羊少年咖啡.茶.酒館| 4| am| chi| 
E060327| | | | | David Copperfield| A| Longman| Charles Dickens| E| am| eng| 
5258.01| | | | | 老子的智慧| A| 天地| | 5| am| chi| 
1136.01| | | | | 五代興亡| A| 新雅| | 1| am| chi| 
ESN0080| | | | | Madagascar 慌失失奇兵| A| | | E| gm| eng| Language ( DVD )
4208.01| | | | | 李我講古 - 我的患難與璀燦 ( 一)| A| 天地| 李我| 4| am| chi| 
5320.01| | | | | 關於軍事學的 100 個故事| A| 宇河文化| 廖文豪| 5| am| chi| 
TRC0244| | | | | 改革高中及高等教育學制 - 對未來的投資  摘要| W| | | O| am| chi| Others
2581.01| | | | | 關夢南輕鬆寫作 10 堂課| W| 香港學生文藝| 關夢南| 2| am| chi| 
P00214| | | | | 記得要快樂: A 到 Z 的法式幸福| A| 心靈工坊文化| Christophe Andre| H| am| chi| 輔導
E100569| | | | | Ribticklers !| A| Kingfisher| | E| am| eng| 
1484.01| | | | | 細說心語| W| 突破| 阿濃| 1| am| chi| 
2535.01| | | | | 詩的祕密| A| 幼獅| 陳正治| 2| am| chi| 
ESN0229| | | | | Ronaldo ( C 朗 )| A| | | E| gm| eng| Language ( DVD )
E100293| | | | | The Cay| A| Heinemann| Theodore Taylor| E| am| eng| 
5279.01| | | | | 古代文化知識精講| W| 洪波| | 5| am| chi| 
ESP0262| | | | | Haroun and the Sea of Stories| A| Penguin| Salman Rushdie| E| am| eng| Language
E140024| | | | | GHOST| A| ATHENEUM| JASON REYNOLDS| B| am| eng| English
E060207| | | | | Wuthering Heights| A| Longman| Emily Bronte| E| am| eng| 
P00063| | | | | 高效能記憶及學習技巧| A| 全腦教育發展| 翁信固| H| am| chi| 輔導
5465.01| | | | | 牧羊少年奇幻之旅| A| 時報| Paulo Coelho| 5| am| chi| 
3320.01| | | | | 超時空流浪者 下| W| 洪波| 楊鵬, 賈振中| 3| am| chi| 
ESP0263| | | | | I am Malala| A| Little, Brown and Company| Malala Yousafzai| E| am| eng| Language
E100576| | | | | Spinetinglers| A| Kingfisher| | E| am| eng| 
5437.01| | | | | 少年台灣| B| 譯林| 蔣勛| 5| am| chi| 
E100456| | | | | Harry Potter and the Philosopher's Stone| A| Bloomsbury| J. K. Rowling| E| am| eng| 
1552.01| | | | | 圖解科學史| B| 易博士| 橋本浩| 1| am| chi| 
ESN0019| | | | | In Search of the Trojan War| A| | | E| gm| eng| Language ( DVD )
5400.01| | | | | 時光守護者| A| 大塊文化| Mitch Albom| 5| am| chi| 
5492.01| | | | | 中學生文學精讀‧老舍| A| 三聯| | 5| am| chi| 
ESP0260| | | | | The Happiness Project| A| Harper| Gretchen Rubin| E| am| eng| Language
3623.01| | | | | 愛的故事| A| 讀品| 許慧倫| 3| am| chi| 
E080256| | | | | Inventions That Changed the World| A| Penguin| David Maule| E| am| eng| 
P00171| | | | | 培育孩子掌握成功和快樂人生| A| 全人發展中心| 黃重光醫生| H| am| chi| 輔導
2634.01| | | | | 金的法庭故事與犯罪學 8 | W| 經濟日報| 潘展平大律師| 2| am| chi| 
5037.01| | | | | 我的散文欣賞| W| | 東瑞| 5| am| chi| 
1507.01| | | | | 琦君說童年| A| 三民| | 1| am| chi| 
5549.01| | | | | 現文因緣 | A| 聯經| 白先勇 | 5| am| chi| 
4554.01| | | | | 尋找流星牛角包| W| 南華早報| 無雙| 4| am| chi| 
ESN0239| | | | | Seabiscuit ( 壯志奔騰 )| A| | | E| gm| eng| Language ( DVD )
E060251| | | | | Treasure Island| A| Longman| Robert Louis Stevenson| E| am| eng| 
ESP0131| | | | | Psychology| A| OUP| Gillian Butler, Freda McManus| E| am| eng| Language
1609.01| | | | | 跟著愛情走| A| 突破| 阿濃| 1| am| chi| 
E140021| | | | | How to Win Friends and Influence People| A| Pocket| Dale Carnegie| E| am| eng| 
E080228| | | | | Moonlight, Seas, and Chocolate Trees - Anthology 2| A| OUP| | E| am| eng| 
ESN0067| | | | | Big Fish| A| | | E| gm| eng| Language ( DVD )
E100283| | | | | Flowers For Mrs Harris| A| Longman| Paul Gallico| E| am| eng| 
ESN0161| | | | | National Geographic - Ultimate Factories Collection Vol 1| A| | | E| gm| eng| Language ( DVD )
5529.01| | | | | 最好的日子，最壞的日子| A| 亮光| 旻誼| 5| am| chi| 
ESP0111| | | | | Tuesday with Morrie| A| Doubleday| Mitch Albom| E| am| eng| Language
1454.01| | | | | Q 版特工 4 - 複製殺手| A| 突破| 梁科慶| 1| am| chi| 
E080040| | | | | Misery| A| Longman| Stephen King| E| am| eng| 
E100067| | | | | The Dark Frontier| A| Collins| Eric Ambler| E| am| eng| 
2703.01| | | | | 末日的逆襲| A| | 麥德琳| 2| am| chi| 
4490.01| | | | | 老人與海| A| 北京十月文藝| E. Hemingway| 4| am| chi| 
E060390| | | | | The Werepuppy on Holiday| W| Puffin Books| Jacqueline Wilson| E| am| eng| 
E100334| | | | | Flowers For Mrs Harris| A| Longman| Paul Gallico| E| am| eng| 
5498.01| | | | | 香港方物誌 ( 彩圖版 )| A| 香港中和| 葉靈鳳| 5| am| chi| 
3751.01| | | | | 走路，也是一種哲學| A| |  斐德利克．葛霍| 3| am| chi| 
ESP0079| | | | | The Speckled Band| A| Macmillan| Sir Arthur Conan Doyle| E| am| eng| Language
ESN0217| | | | | The Little Prince ( 小王子 )| A| | | E| gm| eng| Language ( DVD )
E100136| | | | | Over The Top| W| Mammoth| Ivan Southall| E| am| eng| 
ESP0099| | | | | Striker| A| Penguin| Peter and Karen Viney| E| am| eng| Language
ESN0128| | | | | One Day in September| A| | | E| gm| eng| Language ( DVD )
C11934| | | | | 灌籃少年  4| W| | 八神浩樹| B| am| chi| Fiction
4568.01| | | | | 世界海軍征戰史全傳 - 爭洋霸海 : 制海權與國家命運| A| 鳳凰| 文天堯| 4| am| chi| 
2410.01| | | | | 柯南道爾所不知道的福爾摩斯| A| 遠流| Martin Fido| 2| am| chi| 
E100466| | | | | Michael Jordan| B| Scholastic| Chip Lovitt| E| am| eng| 
2476.01| | | | | 唐詩三百首| W| 商務| | 2| am| chi| 
5280.01| | | | | 漫話民俗佳節| W| 洪波| | 5| am| chi| 
P00135| | | | | Doubt 爸聲 2| A| 快樂書房| 張堅庭| H| am| chi| 輔導
E060337| | | | | The Great Heat| A| Witman| Jack Nolan| E| am| eng| 
3497.01| | | | | 趣話 88 個漢字故事| A| 洪波| | 3| am| chi| 
1425.01| | | | | 應對智慧| A| 洪波| | 1| am| chi| 
2715.01| | | | | 難得好時光| A| 悅智文化事業有限公司| 楊翠| 2| am| chi| 
ESN0180| | | | | Charlotte's Web| A| | | E| gm| eng| Language ( DVD )
3605.01| | | | | 17 歲富人生 : 讓你的孩子現在開始變有錢| A| 尖端| 韓鎮守| 3| am| chi| 
ESN0027| | | | | 1000 Places to See before You Die - Collection 1| A| | | E| gm| eng| Language ( DVD )
ESN0179| | | | | Cast away| A| | | E| gm| eng| Language ( DVD )
E100009| | | | | Madam, Will You Talk ?| W| Stanley Thornes| Mary Steward| E| am| eng| 
2641.01| | | | | 日本軍政下的香港| A| 商務| 小林英夫, 柴田善雅| 2| am| chi| 
E080054| | | | | Once upon Olympus| A| C.U.P| Jenny Koralek| E| am| eng| 
ESN0084| | | | | A Charlie Brown Thanksgiving| B| | | E| gm| eng| Language ( DVD )
5226.01| | | | | 把地圖攤開| W| 突破| 吳美玲| 5| am| chi| 
2285.01| | | | | 漫畫常見錯別字手冊| W| 明華| 寒莊| 2| am| chi| 
3613.01| | | | | 玩火的女孩| A| 寂寞| Stieg Larsson| 3| am| chi| 
P00006| | | | | 教仔俱樂部| A| 明窗| | H| am| chi| 輔導
ESN0048| | | | | Daddy Long Legs| A| | | E| gm| eng| Language ( DVD )
E080191| | | | | And All for Love| A| OUP| | E| am| eng| 
E080187| | | | | Nancy Drew: The Wild Cat Crime| A| Minstrel| Carolyn Keene| E| am| eng| 
1571.01| | | | | 名偵探夢水清志郎 ( 1 ) - 然後, 五個人消失了 !| A| 三采文化| 勇嶺薰| 1| am| chi| 
E060270| | | | | Tuesday the Tenth| A| Macmillan| | E| am| eng| 
4579.01| | | | | 一九八四| A| 北京十月文藝| Geroge Orwell| 4| am| chi| 
P00116| | | | | 親愛的安德烈| A| 天地| 龍應台, 安德烈| H| am| chi| 輔導
2456.01| | | | | 微笑真好| W| 萬里| | 2| am| chi| 
4406.01| | | | | 紅樓夢 ( 五 ) - 黛玉魂歸| A| 好讀| 曹雪芹, 高鶚| 4| am| chi| 
1528.01| | | | | 生活，一瞬間 ......| A| 突破| | 1| am| chi| 
4529.01| | | | | 你在天堂裏遇見的五個人| A| 上海譯文| M. Albom| 4| am| chi| 
2730.01| | | | | 原來科學家這樣想2| A| 快樂文化  | 汪詰  | 2| am| chi| 
3607.01| | | | | 海裏有鱷魚| A| 寶瓶文化| Fabio Geda| 3| am| chi| 
ESP0270| | | | | The Extraordinary Adventures of Sherlock Holmes| A| Vintage| Arthur Conan Doyle| E| am| eng| Language
5404.01| | | | | 自願被吃的豬 : 100個讓人想破頭的哲學問題| A| 麥田| Julian Baggini| 5| am| chi| 
ESP0271| | | | | Rage - True Stories by Teens about Anger| A| Free Spirit| | E| am| eng| Language
E080015| | | | | The Return of Santa Paws| A| Scholastic| Nicholas Edwards| E| am| eng| 
P00082| | | | | 跳出「網」惑 - 青少年上網的真實故事與出路| A| 香港家庭福利會| 伍婉嫻, 馮婉嫻, 吳浩希| H| am| chi| 輔導
5509.01| | | | | 解憂雜貨店| A| 南海| 東野圭吾| 5| am| chi| 
5344.01| | | | | 余光中跨世紀散文| A| 九歌| 余光中| 5| am| chi| 
E100302| | | | | The Greengage Summer| B| Macmillan| Rumer Godden| E| am| eng| 
2458.01| | | | | 真正的寶箭| W| 萬里| | 2| am| chi| 
2737.01| | | | | 神解！一點就通中1數學| A| 和平國際文化有限公司| 監修者簡介; 山內惠介;| 2| am| chi| 
3625.01| | | | | 心耕| A| 經濟日報| 李焯芬| 3| am| chi| 
3514.01| | | | | 溝通演說 26 式| W| 突破| 李錦洪| 3| am| chi| 
ESN0055| | | | | Days That Shook the World Series Three| A| | | E| gm| eng| Language ( DVD )
3647.01| | | | | 夢幻花| A| 春天| 東野圭吾| 3| am| chi| 
2686.01| | | | | 超時空之謎| A| | 麥德琳| 2| am| chi| 
E100257| | | | | The Call of the Wild| A| Heinemann| Jack London| E| am| eng| 
2501.01| | | | | 浩園- 向最前線公務人員致敬| W| 文化會社| | 2| am| chi| 
ESP0076| | | | | Stories of Courage| A| Penguin| Clare Swain| E| am| eng| Language
P00073| | | | | 學校沒有教的學習祕訣| A| 時報| 呂宗昕| H| am| chi| 輔導
2347.01| | | | | 香港新詩名篇| W| 天地| | 2| am| chi| 
E060478| | | | | Seven| A| Penguin| | E| am| eng| 
1453.01| | | | | 籃球少女隊| A| 青桐社| 韋婭| 1| am| chi| 
4478.01| | | | | 新探案| A| 上海社會科學院| Conan Doyle| 4| am| chi| 
2334.01| | | | | 我要安樂死| A| 三聯| 斌仔| 2| am| chi| 
P00104| | | | | 爸，我知道你其實很愛我| A| 天下遠見| Tim Russert| H| am| chi| 輔導
1403.01| | | | | 比陽光燦爛| W| CUP| 張灼祥| 1| am| chi| 
P00042| | | | | 處理衝突| A| 突破| 何玉燕| H| am| chi| 輔導
ESP0002| | | | | Daddy-Long-Legs| A| Puffin| Jean Webster| E| am| eng| Language
E080116| | | | | That Rebellious Towne| A| C.U.P.| France Usher| E| am| eng| 
5334.01| | | | | 彩店| A| 匯智| 胡燕青| 5| am| chi| 
ESN0148| | | | | The Naked Chef| A| | | E| gm| eng| Language ( DVD )
4531.01| | | | | 蝦子香| A| 匯智| 胡燕青| 4| am| chi| 
P00184| | | | | 親愛的安德烈| A| 天地| 龍應台, 安德烈| H| am| chi| 輔導
E080135| | | | | Homer Price| A| Puffin Books| Robert McCloskey| E| am| eng| 
4555.01| | | | | 阿濃與年輕人的真情對話| A| 突破| 阿濃 等  | 4| am| chi| 
3540.01| | | | | 想念 - 現代散文選集| A| 幼獅| 劉佩玉| 3| am| chi| 
1482.01| | | | | 細說心語| A| 突破| 阿濃| 1| am| chi| 
E100549| | | | | Myths and Legends| A| Kingfisher| Anthony Horowitz| E| am| eng| 
5429.01| | | | | 張愛玲譯作選二 - 老人與海‧鹿苑長春| A| 皇冠| 張愛玲| 5| am| chi| 
E060346| | | | | The Green Door| A| Penerbit Fajar Bakti Sdn.| O. Henry| E| am| eng| 
ESP0194| | | | | Richard Branson| A| Weigl Publishing Inc.| Steve Goldsworthy| E| am| eng| Language
4607.01| | | | | 字正詞源| A| 次文化| 彭家發| 4| am| chi| 
E060470| | | | | The Doll's House and Other Stories| A| Penguin| | E| am| eng| 
3523.01| | | | | 水滸傳 ( 一 ) - 水泊聚義| A| 好讀| 施耐庵| 3| am| chi| 
ESN0073| | | | | Forest Gump| B| | | E| gm| eng| Language ( DVD )
P00173| | | | | 我就是天才| A| 成長綜合服務中心| 趙志裕, 尹詠雅| H| am| chi| 輔導
ESP0138| | | | | Modern Role Models : Maria Sharapova| A| Mason Crest| Kerrily Sapet| E| am| eng| Language
5259.01| | | | | 生活的藝術| A| 天地| | 5| am| chi| 
E060536| | | | | Greek Tragedies| A| OUP| | E| am| eng| 
2440.01| | | | | 心中的天使| A| 天下雜誌| Chris Widener| 2| am| chi| 
5127.01| | | | | 宇宙‧宇宙| W| 遠流| Carl Sagan| 5| am| chi| 
P00062| | | | | 大腦潛能大發揮| A| 全腦教育發展| 翁信固| H| am| chi| 輔導
5188.01| | | | | 中國民居| W| 和平圖書| 王其鈞, 賈先鋒| 5| am| chi| 
2714.01| | | | | 台灣原住民的神話與傳說3| A| 幸福綠光股份有限公司| 奧威尼.卡露斯, 亞榮隆.撒可努, 潘秋榮,簡史朗| 2| am| chi| 
3531.01| | | | | 抒情文批改範例38 篇| A| 中華| | 3| am| chi| 
1407.01| | | | | 遊夢中國 - 香港老師和瑤山少年打造夢想實錄 2| W| 星島| 李儀| 1| am| chi| 
E100137| | | | | Ghosts That Haunt You| W| Puffin| | E| am| eng| 
E060304| | | | | The Old Diver's Suit| W| Longman| Irene Huebner| E| am| eng| 
E100133| | | | | The Fight for Life| W| Hodder and Stoughton| Dan Fulani| E| am| eng| 
4542.01| | | | | 圖解中國古代哲學 先秦篇| A| 中華| 梁光耀| 4| am| chi| 
3737.01| | | | | 法國高中生哲學讀本2| A| | 侯貝| 3| am| chi| 
ESP0246| | | | | Designer Babies| A| Greenhaven Press| Clay Farris Naff| E| am| eng| Language
ESP0045| | | | | The Story of Tracy Beaker| A| Dell Yearling| Jacqueline Wilson| E| am| eng| Language
2649.01| | | | | 給孩子的詩| A| 中信| | 2| am| chi| 
1450.01| | | | | 超凡學生４ - 離校出走| A| 阿湯圖書| 袁兆昌| 1| am| chi| 
5201.01| | | | | 人間好時節| A| 麥田| 張曼娟| 5| am| chi| 
E080001| | | | | The Haunting| A| Puffin| Margaret Mathy| E| am| eng| 
ESN0064| | | | | A Tale of Two Cities| A| | | E| gm| eng| Language ( DVD )
E080028| | | | | Skelling| A| Hodder| David Almond| E| am| eng| 
E080215| | | | | Superman Returns| A| Scholastic| | E| am| eng| 
E060293| | | | | The Man Who Fell To Earth| W| Alpha| Walter Tevis| E| am| eng| 
3596.01| | | | | 誰殺了她| A| 獨步文化| 東野圭吾| 3| am| chi| 
E100129| | | | | The Rocking-Horse Winner| W| Macmillan| D. H. Lawrence| E| am| eng| 
3560.01| | | | | 最佳元曲銷魂| A| 野人文化| 上官紫微| 3| am| chi| 
2520.01| | | | | 木馬屠城| A| 商務| 荷馬| 2| am| chi| 
ESN0204| | | | | The Social Network| A| | | E| gm| eng| Language ( DVD )
E060214| | | | | The Sound of Music| A| OUP| Maria von Trapp| E| am| eng| 
E100089| | | | | Six Great Scientists| A| Macmillan| Rosemary Border| E| am| eng| 
E080125| | | | | Star Child on Clark Street| A| C.U.P.| Jamila Gavin| E| am| eng| 
3662.01| | | | | 現代文課外讀本 卷一| W| 洪波| | 3| am| chi| 
E080106| | | | | Uninvited Ghosts| A| Mammoth| | E| am| eng| 
5086.01| | | | | 香港法律概述| W| 三聯| | 5| am| chi| 
E060455| | | | | Crime Story Collection| A| Penguin| | E| am| eng| 
ESN0002| | | | | Super Size Me ( 不瘦降之謎 )| A| | | E| gm| eng| Language ( DVD )
5316.01| | | | | 陽台上的瑪格烈特| A| 青馬| 林詠琛| 5| am| chi| 
2704.01| | | | | 末日的逆襲| A| | 麥德琳| 2| am| chi| 
2527.01| | | | | 雪舞者| W| 圓神| Sergej Lukianenko| 2| am| chi| 
E060501| | | | | 1984| A| Penguin| | E| am| eng| 
4504.01| | | | | 浮城述夢人 - 香港作家訪談錄| W| 三聯| 廖偉棠| 4| am| chi| 
E100276| | | | | The Devil's Alternative| A| Hutchinson| Frederick Forsyth| E| am| eng| 
2610.01| | | | | 歷史穿越報‧鐵血女皇武則天| A| 青桐社| 彭凡| 2| am| chi| 
3660.01| | | | | 文言文拓展閱讀 ( 二 )| A| 洪波| | 3| am| chi| 
4099.01| | | | | 馬克吐溫| W| | 王青松| 4| am| chi| 
P00132| | | | | 有效提升孩子溝通力| A| 新手父母| 佐佐木正美| H| am| chi| 輔導
4238.01| | | | | 成全自己| A| 方智| 吳淡如| 4| am| chi| 
ESN0243| | | | | The Social Network  ( 社交網絡 )| A| | | E| gm| eng| Language ( DVD )
4530.01| | | | | 流浪集 - 也及走路、喝茶與睡覺| A| 大塊文化| 舒國治| 4| am| chi| 
5541.01| | | | | 宙| A| 花千樹| 余海峰| 5| am| chi| 
2699.01| | | | | 時間的皺摺| A| | 麥德琳| 2| am| chi| 
4359.01| | | | | 是非成敗轉頭空| A| 天馬| | 4| am| chi| 
E100245| | | | | Cry, the Beloved Country| A| Longman| Alan Paton| E| am| eng| 
3723.01| | | | | 四百米的終點線| A| 天航| 天航| 3| am| chi| 
3670.01| | | | | 現代文 100 篇評析 卷二| A| 洪波| | 3| am| chi| 
1549.01| | | | | 圖解紅樓夢| A| 易博士文化| 楊雅筑| 1| am| chi| 
2612.01| | | | | 小說‧秒速 5 公分| A| 尖端| 新海誠| 2| am| chi| 
ESP0259| | | | | Messi| A| Orion| Guillem Balague| E| am| eng| Language
3238.01| | | | | 世界遺產在中國 - 皇家遺跡| W| 和平圖書| | 3| am| chi| 
E060475| | | | | Seven| A| Penguin| | E| am| eng| 
5439.01| | | | | 中華二十四史故事 ( 02 )| A| 遼海| | 5| am| chi| 
E100246| | | | | Stories from Many Lands| A| Longman| | E| am| eng| 
1485.01| | | | | 去中國人的幻想世界玩一趟| W| 突破| 阿濃| 1| am| chi| 
ESN0009| | | | | Bend It Like Beckham ( 我愛碧咸 )| A| | | E| gm| eng| Language ( DVD )
E100503| | | | | Hiroshima| A| Vintage| John Hersey| E| am| eng| 
5562.01| | | | | 改變人類文明的12座時鐘| A| 遠流| 大衛．魯尼  | 5| am| chi| 
2523.01| | | | | 摩天大樓建築之謎| A| 晨星| 高僑俊介| 2| am| chi| 
E060520| | | | | Romeo and Juliet| A| Penguin| | E| am| eng| 
1525.01| | | | | 不知道的世界| A| 洪波| | 1| am| chi| 
1572.01| | | | | 活得更精彩 - 觸動心靈智能的 52 種啟示| A| 明窗| 黃桂林| 1| am| chi| 
E100447| | | | | Over Sea, Under Stone| W| Aladdin| Susan Cooper| E| am| eng| 
3671.01| | | | | 現代文 100 篇評析 卷三| A| 洪波| | 3| am| chi| 
2395.01| | | | | 三國演義| A| 洪波| | 2| am| chi| 
5356.01| | | | | 作文大特蒐 1 : 議論文素材，一網打盡| A| 正中| | 5| am| chi| 
3620.01| | | | | 盛世- 中國，2013 年| A| OUP| 陳冠中| 3| am| chi| 
E100558| | | | | Whodunnit ?| A| Kingfisher| | E| am| eng| 
2444.01| | | | | 五千年中華文化大視野 - 盛唐氣象| W| 明窗| | 2| am| chi| 
5031.01| | | | | 香港老地方見| W| | 余滿華| 5| am| chi| 
2646.01| | | | | 格列弗遊記| A| 木馬文化| Jonathan Swift| 2| am| chi| 
1559.01| | | | | 少年孫中山| A| 宇河文化| 南宮不凡| 1| am| chi| 
E060375| | | | | My Teacher Is An Alien| A| Collins| Bruce Coville| E| am| eng| 
4263.01| | | | | 沒有腳的生命巨人| A| 晨星| Tony Christiansen| 4| am| chi| 
ESN0224| | | | | Edward Scissorhands ( 幻海奇緣 )| A| | | E| gm| eng| Language ( DVD )
1568.01| | | | | 迷失歲月| A| 山邊| 馬翠蘿| 1| am| chi| 
